id;marca;nomeDaPeca;precoComDesconto;precoSemDesconto;Descricao;Tamanho;Condicao;Cores;Disponível;Data;Status
22701;Taverniti;Jaqueta Jeans Taverniti;199;199;Jaqueta oversized jeans escuro, garimpada em Buenos Aires, Argentina. Possui quatro bolsos na frente, fechamento por botões vintage. Jaqueta original dos anos 90.;M;Vintage;;DISPONIVEL;2018-11-17 00:46:38.261335;VERIFICADO
22703;Sem Marca;Camisa Estampada Colorida;129;129;Camisa vintage com estampa colorida, de manga longa, sem bolsos. Modelagem reta. Garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:49:11.025250;VERIFICADO
22705;Robert Pierre;Bermuda Robert Pierre;49;49;Bermuda jeans cinza, vintage, com cinco bolsos: 3 na parte da frente e 2 nas costas, modelagem reta e barra desfiada.;42;Vintage;;DISPONIVEL;2018-11-17 00:46:21.252129;VERIFICADO
22442;Croft & Barrow;Camisa Vintage Croft & Barrow;129;129;Camisa vintage com estampa tropical, garimpada em Buenos Aires, Argentina. Tem manga curta, é bem levinha e fresquinha, ótima para o verão. Possui um bolso, fechamento por botões. É vintage, mas está em ótimo estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:46:55.046895;VERIFICADO
22443;Boo Jo;Camisa Vintage Boo Jo;129;129;Camisa vintage estampada, garimpada em Buenos Aires, Argentina. Tem mangas compridas, é bem levinha e confortável, com tecido super macio.;M;Vintage;;DISPONIVEL;2018-11-17 00:49:27.774864;VERIFICADO
22444;Sem Marca;Camisa Estampada Pavão;129;129;Camisa vintage, com estampa de pavão, garimpada em Buenos Aires, Argentina. Manga longa, sem bolsos, tecido bem leve e confortável. Está em ótimo estado de conservação.;M;Vintage;;DISPONIVEL;2018-11-17 00:47:17.269334;VERIFICADO
22445;You Too;Camisa Vintage Colorida You Too;129;129;Camisa vintage com estampa bem colorida, garimpada em Buenos Aires, Argentina. É uma peça de manga longa, porém bem leve, perfeita para qualquer estação. A parte das costas é mais comprida que a parte da frente. Está em ótimo estado de conservação.;PP;Vintage;;DISPONIVEL;2018-11-17 00:47:04.711632;VERIFICADO
22446;Windmill;Camisa Windmili;129;129;Camisa vintage estampada, garimpada em Buenos Aires, Argentina. Tem estampa havaiana, bem colorida, com tecido leve, fresquinho e super confortável, perfeita para o verão. Manga curta, dois bolsos na parte da frente, em ótimo estado de conservação e super estilosa.;G;Vintage;;DISPONIVEL;2018-11-17 00:49:34.708483;VERIFICADO
22447;Rica Lewis;Jaqueta Jeans Cropped Vintage;199;199;Jaqueta jeans cropped vintage, garimpada em Buenos Aires, Argentina. Tem 4 bolsos externos, e um elástico grande na cintura, que deixa a peça com estilo bomber. Foi feita a partir do reaproveitamento de uma calça jeans, o que fica mais evidenciado na parte das costas, que era a parte das costas da calça. É uma peça única e super original.;M;Vintage;;DISPONIVEL;2018-11-17 00:46:58.127877;VERIFICADO
22448;Narrow Jeans;Jaqueta Narrow Jeans;199;199;Jaqueta vintage em jeans escuro, garimpada em Buenos Aires, Argentina. Tem quatro bolsos na parte da frente, dois deles fechados por botões. Oversized, clássica e original dos anos 90, super estilosa.;GG;Vintage;;DISPONIVEL;2018-11-17 00:49:24.277393;VERIFICADO
22449;Nike;Camiseta Futebol Americano Miami Dolphins;289;289;Camiseta oficial do time de futebol americano Miami Dolphins, na cor turquesa. Todos os detalhes, como números e símbolos, são bordados na peça. É uma peça de excelente qualidade, original, com selo oficial da NFL. Número 22, pertence ao running back Reggie Bush. Está em perfeito estado de conservação. Garimpada em Buenos Aires, Argentina.;56;Vintage;;DISPONIVEL;2018-11-17 00:46:15.015822;VERIFICADO
22450;Dibust;Jaqueta Jeans Cropped Vintage;199;199;Jaqueta jeans cropped vintage, garimpada em Buenos Aires, Argentina. Jeans escuro, com detalhes em marrom. Tem quatros bolsos na parte da frente, dois deles possuem botões. Super estilosa, original dos anos 90.;P;Vintage;;DISPONIVEL;2018-11-17 00:47:34.367683;VERIFICADO
22707;Craft&Barrow;Camisa Estampada Croft&Barrow;129;129;Camisa vintage Croft&Barrow, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, manga curta. Estampa tropical em tons verdes.;G;Vintage;;DISPONIVEL;2018-11-17 00:49:14.326239;VERIFICADO
22452;Zara;Vestido Lenço Zara;79;79;Vestido com estampa de lenço Zara Basic, bem leve e delicado. Manga 3/4, curto, com abertura na parte da frente e detalhe em metal no decote.;P;Vintage;;DISPONIVEL;2018-11-17 00:47:11.033246;VERIFICADO
22709;Pusser's;Camisa Estampada Pusser’s;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, com um bolso na parte da frente, mangas curtas. Estampa tropical em tons clarinhos. Leve e super confortável para o verão.;GG;Vintage;;DISPONIVEL;2018-11-17 00:49:07.179113;VERIFICADO
22711;Embrujo;Jaqueta Jeans Embrujo;199;199;Jaqueta jeans escura, com detalhes em camurça nas mangas e em tecido nas costas e na frente. Peça vintage, garimpada em Buenos Aires, Argentina. Possui dois bolsos externos, fechamento por botões.;P;Vintage;;DISPONIVEL;2018-11-17 00:47:23.932375;VERIFICADO
22713;Nape Nautical;Camisa Vintage Nautical;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, manga curta. Branca, com estampa de âncoras.;G;Vintage;;DISPONIVEL;2018-11-17 00:46:18.253169;VERIFICADO
22715;Panama Jack;Camisa Panama Jack;129;129;Camisa floral da marca Panama Jack, garimpada em Buenos Aires, Argentina. Possui um bolso na parte da frente, fechamento por botões, estampa tropical. Camisa super fresquinha, de modelagem reta, ótima para o verão.;M;Vintage;;DISPONIVEL;2018-11-17 00:47:37.444780;VERIFICADO
22717;Caribbean Joe;Camisa Vintage Caribbean Joe;129;129;Camisa vintage, Garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente e manga curta. Preta, com estampa tropical, em perfeito estado de conservação.;M;Vintage;;DISPONIVEL;2018-11-17 00:46:24.354163;VERIFICADO
22719;Campia;Camisa Tropical Campia;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, mangas curtas. Estampa tropical em tons vibrantes.;M;Vintage;;DISPONIVEL;2018-11-17 00:48:59.791239;VERIFICADO
22721;Pazzo;Camisa Tropical Pazzo;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, com um bolso na parte da frente e manga curta. Estampa tropical floral.;GG;Vintage;;DISPONIVEL;2018-11-17 00:48:53.245513;VERIFICADO
22723;Croft & Barrow;Camisa Vintage Oversized;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente e manga curta. Estampa tropical em tons marrons.;GG;Vintage;;DISPONIVEL;2018-11-17 00:46:31.331415;VERIFICADO
22725;Leyyi;Bomber Jacket Yellow;289;289;Jaqueta estilo bomber em amarelo com detalhes em verde. Peça vintage, garimpada em Buenos Aires, Argentina. Pode ser usada como jaqueta ou como colete, pois as mangas são removíveis. Tem dois bolsos, fechamento por zíper e botões de pressão, totalmente forrada, com camadas de fibra internas.;M;Vintage;;DISPONIVEL;2018-11-17 00:48:56.537655;VERIFICADO
22727;Youtoo;Camisa Vintage Diferentona;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, sem bolsos, de mangas longas. É uma peça bem diferentona, com a parte da frente metade estampada e metade preta.;G;Vintage;;DISPONIVEL;2018-11-17 00:47:20.758615;VERIFICADO
22729;Zipper;Jaqueta Jeans Zipper;199;199;Jaqueta jeans cropped vintage, garimpada em Buenos Aires, Argentina. Possui um bolso externo, botões vintage originais, super bem conservada.;G;Vintage;;DISPONIVEL;2018-11-17 00:49:31.445586;VERIFICADO
22731;Davor;Bomber Jacket Davor;289;289;Jaqueta estilo bomber, azul com detalhes em rosa. É impermeável, tem dois bolsos externos, totalmente forrada. Fechamento por zíper e botões de pressão, orginal dos anos 80. Peça vintage, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:49:03.252860;VERIFICADO
22734;All Over;Parka Vintage All Over;289;289;Jaqueta estilo parka, oversized, com recortes em preto, roxo e verde. É impermeavel, tem dois bolsos grandes na parte externa e 1 bolso interno, fechamento através de zíper e botões de pressão. Apresenta um pequeno furo em uma das mangas, que pode ser visto nas fotos. Esse detalhe não compromete a peça. Garimpada em Buenos Aires, Argentina.;GG;Vintage;;DISPONIVEL;2018-11-17 00:48:43.583017;VERIFICADO
22736;Sem Marca;Lenço Vintage Branco e Azul;49;49;Lenço retangular branco e azul, com estampa de charretes. É perfeito para usar como top, amarrar no cabelo, no pescoço, na bolsa, ou usar como cinto. Peça vintage, em perfeito estado de conservação, garimpado em Buenos Aires, Argentina.;U;Vintage;;DISPONIVEL;2018-11-17 00:46:11.737201;VERIFICADO
22484;Body's Jeans;Short Jeans Vintage;99;99;Shorts Jeans escuro vintage, mais compridinho, garimpado em Buenos Aires, Argentina. Tem cintura bem alta, modelagem ajustada ao corpo, cinco bolsos, original dos anos 90.;P;Vintage;;DISPONIVEL;2018-11-17 00:49:37.706584;VERIFICADO
22485;Sem Marca;Macacão Jeans Orange;229;229;Macacão jeans em sarja laranja vibrante, garimpado em Buenos Aires, Argentina. Modelagem reta e oversized, com seis bolsos, mangas longas. Peça vintage em perfeito estado de conservação, super estilosa.;56;Vintage;;DISPONIVEL;2018-11-17 00:49:40.961749;VERIFICADO
22487;Marisa;Camisa Navy;59;59;Camisa com estampa navy, sem mangas, de modelagem reta. Tem detalhe com amarração nas costas, podendo ser usada solta ou amarradinha (ficando assim mais curtinha).;38;Vintage;;DISPONIVEL;2018-11-17 00:46:27.514437;VERIFICADO
22488;Kit And Couch;Parka Jeans Kit And Couch;199;199;Parka vintage jeans oversized, com gola em veludo cotelê rosa. Garimpada em Buenos Aires, Argentina. Possui quatro bolsos na frente, fechamento por botões. Jaqueta original dos anos 90.;M;Vintage;;DISPONIVEL;2018-11-17 00:47:01.289962;VERIFICADO
22489;Nihuil;Jaqueta Jeans Oversized Nihuil;199;199;Jaqueta oversized em jeans escuro, vintage, garimpada em Buenos Aires, Argentina. Tem quatro bolsos, fechamento por botões. Peça clássica, orginal dos anos 90.;GG;Vintage;;DISPONIVEL;2018-11-17 00:49:21.143383;VERIFICADO
22490;Hanging Loose;Jaqueta Bomber SKI;299;299;Jaqueta bomber multicolor, garimpada em Buenos Aires. Tem seis bolsos, sendo um deles interno. É totalmente forrada, com camadas de fibra internas, impermeável, bem quentinha e ideal para o inverno. Fechamento por zíper e botões de pressão.;P;Vintage;;DISPONIVEL;2018-11-17 00:47:30.977008;VERIFICADO
22492;Sem Marca;Cropped Pink Poás;69;69;Cropped vintage, branco com padronagem de poás em rosa. Soltinho, com mangas curtas e elástico na barra. Perfeito para o verão.;P;Vintage;;DISPONIVEL;2018-11-17 00:46:41.477970;VERIFICADO
22493;Pierre Balmain;Camisa Pierre Balmain;129;129;Camisa vintage, da marca Pierre Balmain, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente e mangas longas. Estampa geométrica em tons escuros.;42;Vintage;;DISPONIVEL;2018-11-17 00:46:48.600964;VERIFICADO
22494;Puritan;Camisa Vintage Tropical Candy;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, manga curta, sem bolsos. Estampa tropical em tons clarinhos.;GG;Vintage;;DISPONIVEL;2018-11-17 00:46:45.534754;VERIFICADO
22495;Next Generations;Jaqueta Jeans Next Generation;199;199;Jaqueta vintage oversized em jeans claro, com bordado grande nas costas com os dizeres Next Generation. Possui quatro bolsos externos. Jaqueta original dos anos 90, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:47:27.708633;VERIFICADO
22497;Luau;Camisa Vintage Luau;129;129;Camisa vintage, Garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, de manga curta. Branca com estampa tropical em azul claro.;G;Vintage;;DISPONIVEL;2018-11-17 00:46:51.712136;VERIFICADO
22499;Premier International;Camisa Premier International;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, com um bolso na parte da frente, mangas longas. Estampa tropical em tons de verde.;G;Vintage;;DISPONIVEL;2018-11-17 00:49:17.849943;VERIFICADO
22500;Hollis River;Camisa Tropical Hollis River;129;129;Camisa vintage, garimpada em Buenos Aires, Argentina. Modelagem reta, oversized, com um bolso na parte da frente. Fechamento por botões, ótimo estado de conservação. Camisa levinha, ideal para verão, em estampa tropical.;GG;Vintage;;DISPONIVEL;2018-11-17 00:48:49.998799;VERIFICADO
22501;UFO;Jaqueta Jeans Vintage UFO;199;199;Jaqueta em jeans escuro vintage, da marca UFO, garimpada em Buenos Aires. Possui quatro bolsos externos, dois deles com botões. Fechamento por botões vintage originais. Jaqueta clássica, oversized, super estilosa.;M;Vintage;;DISPONIVEL;2018-11-17 00:47:07.898297;VERIFICADO
22502;Vero Uomo;Bermuda Vero Uomo;49;49;Bermuda jeans de modelagem reta e barra desfiada. Possui cinco bolsos, 2 na parte das costas e 3 na frente.;42;Vintage;;DISPONIVEL;2018-11-17 00:47:14.303052;VERIFICADO
22507;Melissa;Pochete Melissa Creatives Wearable;120;120;Pochete da Melissa que junta bolsa, cinto, porta-chave e o que mais você quiser. Por isso o nome: Wearable. Criada no projeto Creatives, da Melissa, em parceria com um grupo de meninas cariocas. Pra usar sempre, com tudo, como cinto ou na transversal. Usada apenas uma vez.;U;Vintage;;DISPONIVEL;2018-11-17 00:48:46.807633;VERIFICADO
22453;Forever 21;Vestido Estampado Forever 21;69;69;Vestido levinho, estampado, da marca Forever 21. Estampa em vermelho com detalhes geométricos, acinturado, com faixa para amarrar na cintura. Possui elástico nas costas para melhor ajuste ao corpo. É curto, soltinho e super delicado.;M;Vintage;;DISPONIVEL;2018-11-17 00:49:44.353136;VERIFICADO
21792;UFO;Jaqueta Jeans Ufo;199;199;Jaqueta Jeans claro UFO, garimpada em Buenos Aires, possui 4 bolsos. Modelagem reta.;P;Vintage;;DISPONIVEL;2018-11-17 00:51:57.192756;VERIFICADO
21794;Emporio Colombo;Jaqueta Emporio Colombo;139;139;Jaqueta Impermeável, totalmente forrada. Fechamento com zíper e botões de pressão, com 4 bolsos externos e 2 internos.;M;Vintage;;DISPONIVEL;2018-11-17 00:52:11.423718;VERIFICADO
21796;Blue Steel;Calça Jeans Manchada;59;59;Calça jeans com detalhes mais claros ao longo da calça e principalmente no joelho, 4 bolsos utilizáveis. Bem conservada.;40;Vintage;;DISPONIVEL;2018-11-17 00:50:34.101546;VERIFICADO
21797;Yes Brazil;Camisa Yes Brazil;129;129;Camisa com estampa localizada na frente. Marca Yes Brasil, tradicional anos 90. Fechamento por botões. A peça apresenta uma leve manchinha roxa na parte da frente próxima da estampa o que a torna quase imperceptível. Peça de ótima qualidade e bem conservada.;G;Vintage;;DISPONIVEL;2018-11-17 00:53:03.649038;VERIFICADO
21800;Sem Marca;Bermuda Jeans Off;59;59;Bermuda jeans off white. Em ótimo estado de conservação.;42;Vintage;;DISPONIVEL;2018-11-17 00:51:37.870873;VERIFICADO
21801;Dell Kori;Camisa Dell Kori;79;79;Camisa Dell Kori, Estampa quadriculada azul e rosa, manga curta, Com apenas um bolso dianteiro.;M;Vintage;;DISPONIVEL;2018-11-17 00:52:08.182340;VERIFICADO
21802;Sem Marca;Blusão Comfy;49;49;Blusa de moletom ampla. Modelagem quadrada. Manga longa. Peça super confortável.;G;Vintage;;DISPONIVEL;2018-11-17 00:52:00.715662;VERIFICADO
21803;Talbots;Casaco Vintage Xadrez;229;229;Casaco em lã xadrez, que também pode ser usado como vestido. Tem modelagem acinturada, com ombros acentuados por ombreiras. Totalmente forrado. É uma peça vintage em perfeito estado de conservação. Feito nos Estados Unidos, garimpado em Buenos Aires, Argentina.;P;Vintage;;DISPONIVEL;2018-11-17 00:50:48.447199;VERIFICADO
21804;Sem Marca;Colete Tricô Artesanal;59;59;Colete em tricô artesanal, feito à mão. Na parte da frente os pontos são trabalhados com desenhos e vazados. Peça em ótimo estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:52:35.307882;VERIFICADO
21805;Accesories;Lenço Penas Coloridas;29;29;Lenço retangular verde menta com estampa de penas coloridas. É perfeito para amarrar no cabelo, no pescoço ou na bolsa. Peça nova.;U;Novo;;DISPONIVEL;2018-11-17 00:51:47.303348;VERIFICADO
21806;Formathys;Camisa Formathus;59;59;Camisa vermelha lisa com detalhe floral sobre os botões. Modelagem reta.;P;Vintage;;DISPONIVEL;2018-11-17 00:51:50.489499;VERIFICADO
21807;Renner;Camisa Cetim;99;99;Camisa em cetim, estampa em motivo equestre. Estilo anos 90. Possui dois bolsos falsos na parte da frente. Fechamento por botões. Peça bem conservada.;G;Vintage;;DISPONIVEL;2018-11-17 00:52:59.848769;VERIFICADO
21808;Studio New York;Casaco Amplo Studio;229;229;Casaco bege em lã batida, totalmente forrado. Possui dois bolsos na parte da frente e fechamento por botões. A modelagem é reta e ampla, com ombros caídos. Apresenta algumas manchinhas que não comprometem a peça, que está em ótimo estado de conservação. Peça vintage, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:51:44.129537;VERIFICADO
21809;Sem Marca;Maxi Colete;99;99;Colete com referência sport, modelagem oversized, forrado e impermeável. Fechamento por zíper e velcro. Possui quatro bolsos externos na parte da frente e dois internos com zíper.;GG;Vintage;;DISPONIVEL;2018-11-17 00:52:04.376235;VERIFICADO
21810;Zara Man;Sapato Caramelo Zara;99;99;Sapato clássico masculino, Black Tag by Zara Man. Em couro cor caramelo, tamanho 42, cadarço em algodão. Peça semi-nova, bem conservada, a sola aparenta pouquíssimo uso.;42;Vintage;;DISPONIVEL;2018-11-17 00:52:52.320665;VERIFICADO
21811;IRO;Blazer IRO;149;149;Blazer texturizado, em lã sintética com padronagem geométrica. Modelagem reta e lapela alongada. Fechamento por um botão na parte da frente. Tecido externo e interno em ótimo estado de conservação.;GG;Vintage;;DISPONIVEL;2018-11-17 00:51:23.688503;VERIFICADO
21813;Sem Marca;Lenço Vintage Estampado;49;49;Lenço grande quadrado, com estampa em tons de preto, branco, vermelho e dourado. O tecido é bem leve e macio, com listras transparentes. Apresenta alguns fios puxados, o que não compromete a peça, que está em ótimo estado de conservação. Pode ser usado como top, amarrado no cabelo, no pescoço, na bolsa, na calça como um cinto, como você quiser! Peça vintage.;U;Vintage;;DISPONIVEL;2018-11-17 00:50:54.989218;VERIFICADO
21814;Ocean Pacific;Jaqueta Jeans Ocean Pacific;199;199;Jaqueta Jeans Garimpada em Buenos Aires, estilo anos 90, oversized, jeans claro super confortável.;M;Vintage;;DISPONIVEL;2018-11-17 00:51:30.472315;VERIFICADO
21815;Sem Marca;Suéter Vintage Estampado;159;159;Suéter vintage off white com padronagem, super fofinho e quentinho. Garimpado em Buenos Aires, Argentina.;M;Vintage;;DISPONIVEL;2018-11-17 00:51:13.655953;VERIFICADO
21816;Cortelle Renner;Suéter Cortelle;39;39;Suéter decote V. Estampado em flores. Modelo mais ajustado ao corpo. Peça em ótimo estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:51:09.506581;VERIFICADO
21817;Jaques Sorel;Trench Coat Jaques Sorel;199;199;Casaco estilo trench coat, impermeável, forrado com pelo sintético no corpo e fibra sintética nos braços. Possui fechamento duplo por botões, dois bolsos na parte da frente e faixa para ajuste da cintura. Peça garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:51:05.606356;VERIFICADO
21818;Carelina;Vestido Vintage Pied de Poule;199;199;Vestido com estampa pied de poule em branco e azul marinho. É uma peça vintage, seu tecido tem textura de seda e é totalmente forrado. Tem modelagem reta, decote semelhante ao de um casaco, com 2 botões. Duas golas sobrepostas, uma em pied de poule e a outra em branco. Mangas levemente bufantes. Um verdadeiro achado, garimpado em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:51:34.177714;VERIFICADO
21820;Alfred;Blazer Alfred;129;129;Blazer Alfred, clássico com fechamento simples de 2 botões, possui 7 bolsos, 4 deles sendo internos. Possui também uma lapela do tipo Notched.;50;Vintage;;DISPONIVEL;2018-11-17 00:51:17.040524;VERIFICADO
21822;Poolest;Jaqueta Poolest;69;69;Jaqueta branca Poolest com padronagem Preta, Manga cumprida, Com um bolso dianteiro estilo canguru;G;Vintage;;DISPONIVEL;2018-11-17 00:52:31.938174;VERIFICADO
21824;Talento;Camisa Talento;89;89;Camisa Talento, branca com detalhes azuis, manga curta e modelagem reta. Em ótimo estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:51:02.157917;VERIFICADO
21825;Sem Marca;Camisa Flores;69;69;Camisa estampada estilo seda. Corte reto, possui duas penses na parte da frente e das costas para melhor ajuste no corpo. Fechamento por botões.;M;Vintage;;DISPONIVEL;2018-11-17 00:52:45.638980;VERIFICADO
21827;Cusihuallpa;Gorro de Lã;19;19;Gorro de lã sintética com padronagem geométrica em marrom e branco. Tem pompom no topo da cabeça e trancinhas na barra. É forrado.;U;Vintage;;DISPONIVEL;2018-11-17 00:50:51.602375;VERIFICADO
21828;APA;Blazer APA;99;99;Blazer APA, clássico com abotoação simples de 3 botões, possui 5 bolsos, 3 externos e 2 internos.;48;Vintage;;DISPONIVEL;2018-11-17 00:52:38.741812;VERIFICADO
21829;Marinela;Camisa Marinela;99;99;Camisa em tecido com aparência de seda. Na parte da frente possui leves costuras aparentes em linhas retas, formando quadrados que trazem textura e delicadeza a peça. Em ótimo estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:50:40.983633;VERIFICADO
21830;Zara Men;Calça Zara;69;69;Calça modelo skinny em jeans resinado.;42;Vintage;;DISPONIVEL;2018-11-17 00:51:20.597618;VERIFICADO
21832;Cori;Saia de Lã Xadrez Cori;59;59;Saia lápis em lã natural xadrez, de cintura alta, totalmente forrada. Peça vintage. A etiqueta de tamanho marca 44, porém, veste 38.;M;Vintage;;DISPONIVEL;2018-11-17 00:50:45.063446;VERIFICADO
21834;Viwo;Camisa Vintage Floral;99;99;Camisa de manga longa, cinza com estampa floral. Tem um bolso na parte da frente. Modelagem reta e ampla.;G;Vintage;;DISPONIVEL;2018-11-17 00:51:53.873583;VERIFICADO
21837;Rigar´s;Camisa Vintage Rigar´s;99;99;Camisa estampada de manga longa, com um bolso na parte da frente. É uma peça vintage e está em perfeito estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:52:18.257699;VERIFICADO
21838;Forever21;Camisa Forever21;89;89;Camisa Forever21, Estampada com flamingos e palmeiras em um fundo preto, manga curta. Em ótimo estado de conservação;P;Vintage;;DISPONIVEL;2018-11-17 00:52:14.736136;VERIFICADO
21839;Belfast;Casaco Belfast;179;179;Casaco 7/8 em lã batida. Fechamento por três botões. Dois bolsos na parte da frente. Nos braços possuem aplicação discreta de bordado na mesma cor da peça. Ótimo estado de conservação.;G;Vintage;;DISPONIVEL;2018-11-17 00:52:21.890973;VERIFICADO
21799;Sem Marca;Colete estampado;69;69;Colete Estampado Garimpado em Buenos Aires, Detalhado em verde, marrom e cinza;M;Novo;;DISPONIVEL;2018-11-17 00:52:25.178876;VERIFICADO
21823;Sem Marca;Lenço Vintage Floral;49;49;Lenço quadrado de seda, com estampa floral. É perfeito para amarrar no cabelo, no pescoço ou na bolsa.;U;Vintage;;DISPONIVEL;2018-11-17 00:50:37.588523;VERIFICADO
22433;Pro Kennex;Jaqueta Bomber Pro Kennex;269;269;Jaqueta estilo bomber na cor verde, com detalhes em preto e rosa. É forrada, possui dois bolsos na parte da frente, fechamento por zíper. Peça vintage original, garimpada em Buenos Aires, Argentina.;GG;Vintage;;DISPONIVEL;2018-11-17 00:51:27.082675;VERIFICADO
22434;Yamaha;Conjunto Bomber Pink Yamaha;299;299;Conjunto vintage rosa pink, da marca Yamaha Garimpado em Buenos Aires. São duas peças: bomber jacket + calça. Ambas as peças são forradas! A calça possui 2 bolsos na parte da frente, perna com modelagem reta, em perfeito estado. A jaqueta é estilo bomber, tem detalhes em azul e branco, possui três bolsos: dois externos e um interno. Conjunto em ótimo estado e super estiloso!;G;Vintage;;DISPONIVEL;2018-11-17 00:52:28.596683;VERIFICADO
22435;Obermeyer;Bomber Jacket Neon Obermeyer;269;269;Jaqueta estilo bomber, na cor verde neon com detalhes geométricos coloridos. Está em perfeito estado, é forrada e possui camadas de fibra internas. Possui cinco bolsos, um interno e os demais externos, um deles posicionado no braço. É uma peça bem leve, porém quentinha, tem ombreiras removíveis. Peça vintage, garimpada em Buenos Aires, Argentina.;M;Vintage;;DISPONIVEL;2018-11-17 00:51:41.034757;VERIFICADO
22436;Dufour;Bomber Jacket Dufour;269;269;Jaqueta estilo bomber, da marca Dufour, colorida. É impermeável e forrada, com camadas de fibra internas. Possui três bolsos: dois externos e um interno. Está em ótimo estado, porém, o zíper apresenta um defeitinho e não está fechando. No entanto, isso não impede o fechamento da peça, que pode ser feito por botões de pressão. O capuz fica escondido dentro da gola e pode ser usado ou não. Ótima peça para levar em viagens, bem quentinha e funcional. Peça vintage, garimpada em Buenos Aires,;G;Vintage;;DISPONIVEL;2018-11-17 00:52:56.103666;VERIFICADO
22438;Maria de Buenos Aires;Camisa Maria Buenos Aires;129;129;Camisa estampada de manga curta, com estampa floral. Está em ótimo estado de conservação, é bem leve e confortável para o verão, de tecido 100% algodão. Peça vintage, garimpada em Buenos Aires, Argentina.;G;Vintage;;DISPONIVEL;2018-11-17 00:52:42.050495;VERIFICADO
22439;El Burgués;Camisa Vintage Polka Dots;129;129;Camisa El Burgués, garimpada em Buenos Aires, Argentina. Tem padronagem de bolinhas, poás ou polka dots, como preferir chamar! O tecido é bem macio e confortável, tem mangas compridas, sem bolsos, super levinha e em ótimo estado de conservação.;P;Vintage;;DISPONIVEL;2018-11-17 00:52:48.875410;VERIFICADO
22440;Puritan;Camisa Vintage Puritan;129;129;Camisa vintage, com estampa de coqueiros, garimpada em Buenos Aires, Argentina. Tem mangas curtas, um bolso na parte da frente, o tecido é leve e super confortável, é fresquinha e ótima para o verão.;GG;Vintage;;DISPONIVEL;2018-11-17 00:50:30.312316;VERIFICADO
22441;Bermuda Bay;Camisa Vintage Bermuda Bay;99;99;Camisa vintage estampada, garimpada em Buenos Aires, Argentina. Tem mangas curtas, um bolso na parte da frente, tecido leve e super confortável, fresquinha e ótima para o verão. Ótimo estado de conservação, porém, apresenta alguns pequenos furinhos pelo tecido, como pode-se ver nas fotos, o que não compromete a peça. Tem botões de madeira.;GG;Vintage;;DISPONIVEL;2018-11-17 00:50:58.418277;VERIFICADO
14250;Nitrogen;Short Alto Cotelê;55;55;Short de cintura alta em cotelê com detalhes nos bolsos. Possui barra cortada e dobrada.;36;Vintage;;VENDIDO;2018-11-17 01:17:52.511884;VERIFICADO
16489;Por Acaso;Cardigan Azul Losangos;89;89;Cardigan de tricô com losangos cinza na parte da frente. Fechamento por botões.;P;Vintage;;VENDIDO;2018-11-17 02:57:08.029939;VERIFICADO
16490;Sem Marca;Suéter Cinza Étnico;69;99;Suéter cinza com padronagem étnica, sem costura no ombro.;G;Vintage;;VENDIDO;2018-11-17 03:40:46.884056;VERIFICADO
16491;Mauro Sergio;Bomber Jacket de Lã;199;199;Bomber jacket de lã, nas cores preto e vermelho. É forrada e bem pesada. Possui 2 bolsos na parte da frente. Fechamento por zíper.;GG;Vintage;;VENDIDO;2018-11-17 03:37:02.059020;VERIFICADO
16492;David Benjamin;Casaco David Benjamin;199;199;Casaco longo forrado, de lã pura. Tecido com efeito botonê, preto com pequenos pontinhos brancos.;G;Vintage;;VENDIDO;2018-11-17 01:17:26.601429;VERIFICADO
